순번	대학(원)	학과(부)	학년	이수구분	학수번호	교과목명	교과목명(영문)	담당교수	강의실	시간표	수업방법관리	Teaching Method	학점
1414	도시과학대학	도시건축학부	1	전공기초	0007800034	자기설계세미나 I	Self - Design Seminar I	장정국	제27호관 제2공동실험실습관-313 건축공학종합설계실(구조)[SY1313]	 [SY1313:수(3)]	오프라인	offline class	1
1415	도시과학대학	도시건축학부	1	전공기초	0007800035	자기설계세미나 I	Self - Design Seminar I	구충완	제27호관 제2공동실험실습관-314 건축학연구실3[SY1314]	 [SY1314:수(3)]	오프라인	offline class	1
1416	도시과학대학	도시건축학부	1	전공기초	0007800036	자기설계세미나 I	Self - Design Seminar I	서동연	제28호관 도시과학대학-512 세미나실[SY2512]	 [SY2512:수(3)]	오프라인	offline class	1
1417	도시과학대학	도시건축학부	1	전공기초	0007800037	자기설계세미나 I	Self - Design Seminar I	곽동화	제28호관 도시과학대학-508 강의실[SY2508]	 [SY2508:수(3)]	오프라인	offline class	1
1418	도시과학대학	도시건축학부	1	전공기초	0007800038	자기설계세미나 I	Self - Design Seminar I	신은기	제28호관 도시과학대학-503 설계실[SY2503]	 [SY2503:수(3)]	오프라인	offline class	1
1419	도시과학대학	도시건축학부	1	전공기초	0007800039	자기설계세미나 I	Self - Design Seminar I	이태영	제28호관 도시과학대학-505 설계실[SY2505]	 [SY2505:수(3)]	오프라인	offline class	1
1420	도시과학대학	도시건축학부	1	전공필수	0009517001	건축기초설계1	Architectural Design Basics 1 	신은기	제28호관 도시과학대학-503 설계실[SY2503]	 [SY2503:금(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1421	도시과학대학	도시건축학부	1	전공필수	0009517002	건축기초설계1	Architectural Design Basics 1 	백현아	제27호관 제2공동실험실습관-313 건축공학종합설계실(구조)[SY1313]	 [SY1313:금(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1422	도시과학대학	도시건축학부	1	전공필수	0009517003	건축기초설계1	Architectural Design Basics 1 	김효태	제27호관 제2공동실험실습관-314 건축학연구실3[SY1314]	 [SY1314:금(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1423	도시과학대학	도시건축학부	1	전공필수	0009517004	건축기초설계1	Architectural Design Basics 1 	최예정	제28호관 도시과학대학-503 설계실[SY2503]	 [SY2503:화(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1424	도시과학대학	도시건축학부	1	전공필수	0009517005	건축기초설계1	Architectural Design Basics 1 	석정호	제27호관 제2공동실험실습관-313 건축공학종합설계실(구조)[SY1313]	 [SY1313:화(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1425	도시과학대학	도시건축학부	1	전공필수	0009517006	건축기초설계1	Architectural Design Basics 1 	강난형	제27호관 제2공동실험실습관-314 건축학연구실3[SY1314]	 [SY1314:화(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1426	도시과학대학	도시건축학부	1	전공선택	0005840001	건축개론	Introduction to Architecture	이슬비	제28호관 도시과학대학-603 강의실[SY2603]	" [SY2603:화(7-8A),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1427	도시과학대학	도시건축학부	1	전공선택	0005840002	건축개론	Introduction to Architecture	최정윤	제28호관 도시과학대학-404A 강의실[SY2404A]	" [SY2404A:화(7-8A),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1428	도시과학대학	건축공학전공	2	기초과학	0003674002	확률및통계2	Probability and Statistics2	이미혜	제4호관 BM컨텐츠관-104 전산실습실-1[SC104]	 [SC104:목(5)(6)(7)]	오프라인	offline class	3
1429	도시과학대학	건축공학전공	2	기초과학	XAA1078001	물리(2)	PHYSICS(2)	김병훈	제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]	" [SF335:월(7-8A),화(7-8A)]"	오프라인	offline class	3
1430	도시과학대학	건축공학전공	2	전공기초	EPE6059001	미분방정식	DIFFERENTIAL EGUATION	최원	제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]	" [SF309:월(5B-6),화(5B-6)]"	오프라인	offline class	3
1431	도시과학대학	건축공학전공	2	전공기초	EPE6122001	건축환경(1)	ENVIRONMENTAL PLANNING IN ARCHITECTURE(1)	이영욱	제28호관 도시과학대학-603 강의실[SY2603]	 [SY2603:목(1-2A)(2B-3)]	온라인(동영상)+오프라인	online + offline class	3
1432	도시과학대학	건축공학전공	2	전공필수	EPE6007001	건축구조역학(1)	STRUCTURAL MECHANICS (1)	박지훈	제28호관 도시과학대학-603 강의실[SY2603]	" [SY2603:화(2B-3),수(2B-3)]"	온라인(화상)+오프라인	online + offline class	3
1433	도시과학대학	건축공학전공	2	전공선택	EPE6037001	건축재료	BUILDING MATERIALS	장정국	"제28호관 도시과학대학-603 강의실[SY2603], 제28호관 도시과학대학-607 강의실[SY2607]"	 [SY2603:수(5B-6)] [SY2607:월(2B-3)]	온라인(동영상+화상)	online class	3
1434	도시과학대학	건축공학전공	3	기초과학	0001289001	컴퓨터프로그래밍	Computer Programming	이슬비	제4호관 BM컨텐츠관-105 전산실습실-2[SC105]	" [SC105:수(5B-6),목(2B-3)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1435	도시과학대학	건축공학전공	3	전공필수	0007810001	BIM기반건설정보관리	BIM-based construction information management	이슬비	제28호관 도시과학대학-603 강의실[SY2603]	" [SY2603:월(5B-6),화(5B-6)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1436	도시과학대학	건축공학전공	3	전공필수	0008789001	철근콘크리트구조1	Reinforced Concrete Structure1	천성철	제28호관 도시과학대학-603 강의실[SY2603]	" [SY2603:월(2)(3),토(0)]"	온라인(동영상)+오프라인	online + offline class	3
1437	도시과학대학	건축공학전공	3	전공필수	EPE6024001	건축설비(1)	BUILDING EQUIPMENT(1)	이영욱	제27호관 제2공동실험실습관-312 강의실[SY1312]	 [SY1312:수(1-2A)(2B-3)]	온라인(동영상)+오프라인	online + offline class	3
1438	도시과학대학	건축공학전공	3	전공선택	EPE6029001	건축시공(2)	EXECUTION OF BUILDING WORKS(2)	정재수	제28호관 도시과학대학-607 강의실[SY2607]	 [SY2607:화(7-8A)(8B-9)]	온라인(화상)+오프라인	online + offline class	3
1439	도시과학대학	건축공학전공	3	전공선택	EPE6096001	건축구조실험(1)	STRUCTURAL EXPERIMENT(1)	장정국	"제9호관 공동실험실습관-113 건축구조실험실[SJ113], 제28호관 도시과학대학-607 강의실[SY2607]"	 [SJ113:목(4-5A)(5B-6)] [SY2607:(7-8A)(8B-9)]	오프라인	offline class	3
1440	도시과학대학	건축공학전공	4	전공필수	0002374001	건축실시설계	Construction Documents	김용식	제28호관 도시과학대학-608 세미나실[SY2608]	 [SY2608:목(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1441	도시과학대학	건축공학전공	4	전공필수	0002374002	건축실시설계	Construction Documents	박지훈	"제27호관 제2공동실험실습관-316 건축공학전산실습실[SY1316], 제28호관 도시과학대학-607 강의실[SY2607]"	 [SY1316:목(4-5A)(5B-6)] [SY2607:(1-2A)(2B-3)]	오프라인	offline class	3
1442	도시과학대학	건축공학전공	4	전공필수	0002374003	건축실시설계	Construction Documents	김태완	제28호관 도시과학대학-508 강의실[SY2508]	 [SY2508:목(1-2A)(2B-3)(4-5A)(5B-6)]	오프라인	offline class	3
1443	도시과학대학	건축공학전공	4	전공선택	0001989001	친환경건축설비(1)	Building Equipment for Sustainable Architecture(1)	장현숙	제28호관 도시과학대학-607 강의실[SY2607]	 [SY2607:월(7-8A)(8B-9)]	온라인(화상)+오프라인	online + offline class	3
1444	도시과학대학	건축공학전공	4	전공선택	0005824001	미래도시 건설관리학	Future City Construction Management	구충완	제28호관 도시과학대학-607 강의실[SY2607]	" [SY2607:월(5B-6),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
1445	도시과학대학	도시건축학전공	2	전공필수	0001288001	건축CAD	ARCHITECTURAL CAD	최예정	제27호관 제2공동실험실습관-306 건축CAD실[SY1306]	 [SY1306:화(7-8A)(8B-9)]	오프라인	offline class	3
1446	도시과학대학	도시건축학전공	2	전공필수	0001288002	건축CAD	ARCHITECTURAL CAD	한종훈	제27호관 제2공동실험실습관-306 건축CAD실[SY1306]	 [SY1306:수(7-8A)(8B-9)]	오프라인	offline class	3
1447	도시과학대학	도시건축학전공	2	전공필수	0001946001	건축환경	ENVIRONMENTAL PLANNING IN ARCHITECTURE	이영욱	제28호관 도시과학대학-501 강의실[SY2501]	 [SY2501:목(7-8A)(8B-9)]	온라인(동영상)+오프라인	online + offline class	3
1448	도시과학대학	도시건축학전공	2	전공필수	0006658001	공간디자인의 이해	Introduction to Spatial Design	이태영	"제28호관 도시과학대학-404A 강의실[SY2404A], 제28호관 도시과학대학-501 강의실[SY2501]"	 [SY2404A:수(5B-6)] [SY2501:목(2B-3)]	온라인(동영상+화상)+오프라인	online + offline class	3
1449	도시과학대학	도시건축학전공	2	전공필수	0006668001	설계스튜디오1	Design Studio1	서동연	제28호관 도시과학대학-504 설계실[SY2504]	 [SY2504:월(1)(2)(3)(4)(5)(6)(7)(8)(9)]	오프라인	offline class	5
1450	도시과학대학	도시건축학전공	2	전공필수	0006668002	설계스튜디오1	Design Studio1	이옥화	제28호관 도시과학대학-505 설계실[SY2505]	 [SY2505:월(1)(2)(3)(4)(5)(6)(7)(8)(9)]	오프라인	offline class	5
1451	도시과학대학	도시건축학전공	2	전공필수	0006668003	설계스튜디오1	Design Studio1	서상하	제27호관 제2공동실험실습관-310 설계실D[SY1310]	 [SY1310:월(1)(2)(3)(4)(5)(6)(7)(8)(9)]	오프라인	offline class	5
1452	도시과학대학	도시건축학전공	2	전공필수	0006668004	설계스튜디오1	Design Studio1	문경진	제27호관 제2공동실험실습관-311 설계실E[SY1311]	 [SY1311:월(1)(2)(3)(4)(5)(6)(7)(8)(9)]	오프라인	offline class	5
1453	도시과학대학	도시건축학전공	2	전공선택	0005841001	건축구조의 이해와 디자인	Understanding and Design of Architecture Structure	김필중	제28호관 도시과학대학-501 강의실[SY2501]	 [SY2501:금(5)(6)(7)]	온라인(동영상)+오프라인	online + offline class	3
1454	도시과학대학	도시건축학전공	3	전공필수	0002013001	건축과사회	Architecture and Society	이금진	제28호관 도시과학대학-501 강의실[SY2501]	 [SY2501:화(5B-6)(8B-9)]	온라인(동영상+화상)+오프라인	online + offline class	3
1455	도시과학대학	도시건축학전공	3	전공필수	0006630001	설계스튜디오3	Design Studio3	최정윤	제28호관 도시과학대학-604 설계실[SY2604]	" [SY2604:월(1)(2)(3)(4),목(5)(6)(7)(8)(9)]"	오프라인	offline class	5
1456	도시과학대학	도시건축학전공	3	전공필수	0006630002	설계스튜디오3	Design Studio3	한승철	제28호관 도시과학대학-605 설계실[SY2605]	" [SY2605:월(1)(2)(3)(4),목(5)(6)(7)(8)(9)]"	오프라인	offline class	5
1457	도시과학대학	도시건축학전공	3	전공필수	0006630003	설계스튜디오3	Design Studio3	김유진	제28호관 도시과학대학-606 설계실[SY2606]	" [SY2606:월(1)(2)(3)(4),목(5)(6)(7)(8)(9)]"	오프라인	offline class	5
1458	도시과학대학	도시건축학전공	3	전공필수	0006630004	설계스튜디오3	Design Studio3	원찬식	제28호관 도시과학대학-601 설계실[SY2601]	" [SY2601:월(1)(2)(3)(4),목(5)(6)(7)(8)(9)]"	오프라인	offline class	5
1459	도시과학대학	도시건축학전공	3	전공필수	EPE6061001	서양건축사	HISTORY OF WESTERN ARCHITECTURE	신은기	제28호관 도시과학대학-501 강의실[SY2501]	" [SY2501:월(7-8A),수(7-8A)]"	온라인(동영상+화상)+오프라인	online + offline class	3
